id	nsnp	method	b	se	or	or_lci95	or_uci95	pvalue
RWDD1	16	Inverse variance weighted	-0.066324837	0.02902761	0.935826823	0.884070071	0.990613609	0.022319398
RWDD2A	14	Inverse variance weighted	0.08051101	0.037038014	1.08384078	1.00794792	1.165447949	0.029724674
RWDD2B	25	Inverse variance weighted	-0.079457546	0.024071182	0.92361723	0.881053382	0.968237346	0.000963612
RWDD3	38	Inverse variance weighted	-0.039198693	0.017044778	0.961559635	0.929966739	0.994225808	0.021462508
S100A13	25	Inverse variance weighted	-0.040721544	0.019112517	0.960096438	0.924796027	0.996744302	0.033120323
SAMHD1	9	Inverse variance weighted	-0.141403234	0.044491004	0.868139178	0.795642271	0.947241819	0.001481704
SAMM50	39	Inverse variance weighted	-0.034325556	0.011273355	0.966256883	0.945140835	0.987844699	0.002328045
SAPCD2	28	Inverse variance weighted	-0.031403473	0.010949461	0.969084495	0.948508605	0.990106735	0.004130257
SARDH	17	Inverse variance weighted	-0.061594491	0.027645792	0.940264095	0.890670932	0.99261864	0.025881323
SARS	7	Inverse variance weighted	0.138156945	0.058831316	1.148155734	1.023110572	1.288483987	0.018856427
SAYSD1	62	Inverse variance weighted	-0.022427973	0.010703534	0.977821664	0.957521696	0.998552003	0.03613721
SBF1	14	Inverse variance weighted	-0.040372792	0.019456795	0.960431331	0.924494561	0.997765027	0.037986809
SCAMP2	27	Inverse variance weighted	0.062840586	0.020836935	1.064857072	1.022243982	1.109246524	0.002562796
SCFD1	17	Inverse variance weighted	0.066632838	0.025731581	1.068902946	1.016330853	1.124194453	0.009610557
SDCCAG3	22	Inverse variance weighted	-0.033487496	0.015961871	0.967067003	0.937280424	0.997800194	0.035907963
SDHDP6	34	Inverse variance weighted	0.012369772	0.006235116	1.012446594	1.000148956	1.024895441	0.047268311
SEC13	38	Inverse variance weighted	-0.067132891	0.017280107	0.93507093	0.903931314	0.967283278	0.000102338
SEC14L5	37	Inverse variance weighted	0.037784916	0.018719224	1.038507843	1.001095838	1.077317974	0.043538307
SEC23IP	3	Inverse variance weighted	-0.199193627	0.095766855	0.819391222	0.679161274	0.988575173	0.037526904
SECTM1	7	Inverse variance weighted	0.133295235	0.0449106	1.14258728	1.046310805	1.247722652	0.002997319
SEL1L3	20	Inverse variance weighted	-0.079261842	0.026003324	0.923798003	0.877894935	0.972101236	0.002302605
SEMA4A	46	Inverse variance weighted	-0.025055917	0.012133811	0.975255377	0.952335217	0.998727164	0.038926145
SEMA4D	44	Inverse variance weighted	-0.046028961	0.01672047	0.955014303	0.92422375	0.986830645	0.005907879
SEMA6C	3	Inverse variance weighted	-0.161104142	0.080567936	0.851203421	0.726862977	0.996814099	0.045542808
SENP3	2	Inverse variance weighted	-0.303695644	0.146180194	0.738085473	0.55421154	0.982964313	0.037751467
SEPHS2	7	Inverse variance weighted	-0.073407647	0.033216054	0.929221958	0.870653576	0.991730203	0.027104811
SERAC1	39	Inverse variance weighted	0.039458766	0.014355335	1.040247605	1.01138665	1.069932136	0.005982885
SERF1A	2	Inverse variance weighted	-0.126240664	0.046009543	0.881402699	0.805397472	0.964580527	0.006073382
SERGEF	8	Inverse variance weighted	0.117027522	0.05147225	1.124150369	1.016272897	1.243479045	0.022989796
SERPINB1	21	Inverse variance weighted	-0.070683645	0.023405452	0.931756611	0.889978182	0.975496254	0.002528039
SERPINB6	52	Inverse variance weighted	-0.0191734	0.008296549	0.98100924	0.96518582	0.997092072	0.020832351
SERPINH1	11	Inverse variance weighted	-0.091163757	0.046350471	0.91286821	0.833592437	0.999683217	0.049202168
SERTAD1	14	Inverse variance weighted	-0.091646155	0.026959525	0.912427951	0.865466316	0.961937802	0.000675344
SERTAD3	45	Inverse variance weighted	-0.070293819	0.015488582	0.932119905	0.904248163	0.960850741	5.6675E-06
SETDB2	22	Inverse variance weighted	0.097770178	0.037023369	1.102709329	1.025524691	1.185703158	0.008271801
SF3A3	31	Inverse variance weighted	0.083232653	0.017115627	1.086794625	1.050941075	1.123871343	1.15642E-06
SF3B3	12	Inverse variance weighted	-0.099096059	0.041772312	0.905655707	0.834460566	0.98292513	0.017678186
SFT2D2	5	Inverse variance weighted	-0.133972022	0.060381104	0.874614534	0.776996848	0.984496379	0.026502105
SFXN1	12	Inverse variance weighted	0.072980496	0.031988716	1.075709556	1.01033566	1.145313479	0.022522129
SFXN2	21	Inverse variance weighted	-0.063048495	0.024812123	0.938897941	0.894330169	0.98568669	0.011052458
SGK1	17	Inverse variance weighted	0.058462806	0.019037923	1.060205552	1.021373691	1.100513771	0.002134428
SH3GLB2	33	Inverse variance weighted	0.03728557	0.016407924	1.037989398	1.005139199	1.071913214	0.023061614
SH3PXD2B	19	Inverse variance weighted	0.101626024	0.030280818	1.106969414	1.043181962	1.174657278	0.000790446
SH3TC1	19	Inverse variance weighted	0.085132842	0.019479634	1.088861704	1.048072496	1.131238358	1.24047E-05
SH3YL1	64	Inverse variance weighted	0.025769016	0.008545928	1.026103908	1.00905979	1.043435919	0.002566778
SHISA2	8	Inverse variance weighted	-0.170938174	0.044458464	0.842873683	0.772535927	0.919615543	0.000120604
SHPK	38	Inverse variance weighted	-0.030264637	0.012374696	0.970188752	0.946940478	0.994007793	0.014457633
SHQ1	2	Inverse variance weighted	0.287256112	0.109603801	1.332765508	1.075120407	1.652153458	0.008770852
SIDT2	79	Inverse variance weighted	0.017604332	0.008713971	1.017760201	1.000525087	1.035292209	0.043358261
SIGLEC18P	6	Inverse variance weighted	0.06197573	0.024704521	1.063936523	1.013647152	1.116720864	0.012118333
SIN3B	21	Inverse variance weighted	-0.070618352	0.022979691	0.931817451	0.890779331	0.974746192	0.002118641
SIRPB2	49	Inverse variance weighted	0.0521329	0.01593339	1.053515745	1.021123462	1.086935583	0.001068169
SIRT5	13	Inverse variance weighted	-0.063546803	0.025967429	0.938430197	0.891862805	0.987429041	0.014398153
SIX5	5	Inverse variance weighted	-0.153890784	0.062172654	0.857365654	0.759003275	0.968475221	0.01331554
SKAP1	35	Inverse variance weighted	0.047892006	0.018853403	1.049057357	1.01099939	1.088547976	0.011077915
SKIV2L	30	Inverse variance weighted	-0.041155376	0.016352971	0.959680007	0.929408238	0.990937759	0.011846265
SLAMF8	10	Inverse variance weighted	-0.081032131	0.030753669	0.922164061	0.868220709	0.979458962	0.008416781
SLC11A1	43	Inverse variance weighted	-0.030633386	0.013618347	0.969831061	0.9442868	0.996066331	0.024485767
SLC12A3	3	Inverse variance weighted	-0.160866624	0.07692969	0.85140562	0.732238634	0.989966245	0.036520323
SLC12A6	15	Inverse variance weighted	0.084915731	0.028646721	1.088625325	1.029185958	1.15149754	0.003034324
SLC13A4	16	Inverse variance weighted	-0.190988207	0.029933144	0.826142331	0.779067826	0.876061272	1.76519E-10
SLC16A4	6	Inverse variance weighted	0.141741493	0.057907496	1.152278738	1.028645411	1.290771607	0.014376224
SLC17A3	30	Inverse variance weighted	0.054169349	0.025412584	1.055663363	1.004370207	1.109576058	0.033040114
SLC18B1	31	Inverse variance weighted	-0.032387234	0.010573156	0.968131616	0.948275108	0.988403911	0.002190154
SLC22A16	53	Inverse variance weighted	0.021747099	0.009978926	1.021985291	1.002190801	1.042170746	0.029309192
SLC22A4	42	Inverse variance weighted	0.05354218	0.016808861	1.055001491	1.020810391	1.09033779	0.001445768
SLC22A5	79	Inverse variance weighted	0.027792317	0.00865311	1.028182126	1.010891102	1.045768909	0.001318925
SLC23A3	29	Inverse variance weighted	-0.061843941	0.016494125	0.940029576	0.91012582	0.970915871	0.000177221
SLC25A11	20	Inverse variance weighted	0.082040979	0.025566071	1.085500291	1.03244676	1.141280044	0.001332073
SLC25A19	4	Inverse variance weighted	0.193962617	0.093454255	1.214050898	1.010850725	1.45809816	0.037941891
SLC25A23	8	Inverse variance weighted	-0.088306264	0.035103719	0.915480455	0.854610429	0.980685977	0.011883621
SLC25A3	13	Inverse variance weighted	-0.102700316	0.039374207	0.902397367	0.835375661	0.974796185	0.00909893
SLC25A30	2	Inverse variance weighted	0.190185222	0.083201297	1.209473599	1.027481518	1.423700924	0.022263361
SLC25A32	3	Inverse variance weighted	0.16692887	0.075598793	1.18167021	1.01893222	1.370399774	0.027238063
SLC25A4	10	Inverse variance weighted	0.104441461	0.042186786	1.110090408	1.021993734	1.205781087	0.013297848
SLC25A41	11	Inverse variance weighted	0.081629531	0.033909114	1.085053756	1.015283279	1.159618874	0.016070807
SLC29A4	13	Inverse variance weighted	0.128108539	0.046493826	1.136676369	1.037672931	1.245125636	0.005862254
SLC30A9	10	Inverse variance weighted	-0.077267083	0.037698858	0.925642598	0.859712848	0.996628375	0.040404766
SLC35E4	5	Inverse variance weighted	0.128936319	0.059995994	1.137617677	1.01140876	1.279575609	0.031627889
SLC35F5	14	Inverse variance weighted	-0.10029521	0.040902241	0.904570341	0.834883068	0.980074376	0.014203654
SLC35G5	20	Inverse variance weighted	-0.139505954	0.034623131	0.869787845	0.81272109	0.93086165	5.59503E-05
SLC44A5	40	Inverse variance weighted	-0.051343342	0.018671038	0.949952456	0.915817128	0.985360113	0.005961487
SLC51A	9	Inverse variance weighted	-0.118586407	0.04661873	0.888175067	0.810617384	0.973153261	0.010966947
SLC5A6	28	Inverse variance weighted	0.051994094	0.019177417	1.053369521	1.014510628	1.093716829	0.006703722
SLC7A7	24	Inverse variance weighted	-0.064097106	0.022270467	0.937913918	0.897854527	0.979760631	0.004000512
SLC8A1-AS1	9	Inverse variance weighted	0.032263161	0.016457669	1.032789259	1.000006129	1.066647116	0.049952282
SLC9A3R1	14	Inverse variance weighted	-0.075306574	0.031695814	0.927459108	0.871595037	0.986903735	0.017505476
SLFN11	20	Inverse variance weighted	0.074097637	0.0323038	1.076911947	1.010840527	1.147301983	0.021803446
SLFN5	49	Inverse variance weighted	-0.026917596	0.013071096	0.973441454	0.948819267	0.998702595	0.039463399
SLMAP	2	Inverse variance weighted	0.244190969	0.096581741	1.276588096	1.0564252	1.542633749	0.011460504
SMAD7	5	Inverse variance weighted	0.187481163	0.080099711	1.206207528	1.030955177	1.411251073	0.019252924
SMAP2	5	Inverse variance weighted	0.158674949	0.075006438	1.171956938	1.0117306	1.357558094	0.034388684
SMARCA2	5	Inverse variance weighted	0.163996716	0.058115965	1.178210445	1.051365109	1.320359447	0.004774192
SMC6	47	Inverse variance weighted	0.02879575	0.013567963	1.029214355	1.002204969	1.056951644	0.033809704
SMIM8	8	Inverse variance weighted	0.05798387	0.022913805	1.059697903	1.013158636	1.108374944	0.011389318
SMPD1	3	Inverse variance weighted	-0.367019492	0.117634487	0.692796141	0.55013967	0.872444797	0.001808516
SNAP47	17	Inverse variance weighted	0.071749415	0.034430582	1.074386086	1.004274586	1.149392285	0.037170515
SNCA	16	Inverse variance weighted	-0.129564936	0.031449364	0.878477542	0.825962679	0.93433131	3.79209E-05
SNORA63	2	Inverse variance weighted	0.078747456	0.031474535	1.081931052	1.017203675	1.150777204	0.012351421
SNORA75	6	Inverse variance weighted	-0.096356542	0.045653323	0.908140168	0.830408895	0.993147556	0.034805503
SNRNP27	37	Inverse variance weighted	0.03602546	0.016019386	1.03668224	1.004638187	1.069748373	0.024520992
SNRNP48	24	Inverse variance weighted	-0.04727173	0.020686309	0.953828179	0.915928572	0.993296008	0.02230287
SNRPD2	16	Inverse variance weighted	-0.063248191	0.027287669	0.938710465	0.889823614	0.990283157	0.020458536
SNUPN	22	Inverse variance weighted	-0.04961723	0.019718367	0.951593596	0.915518023	0.989090711	0.011859583
SNURF	2	Inverse variance weighted	0.130686333	0.055392617	1.139610267	1.022363193	1.270303519	0.018310756
SNX15	8	Inverse variance weighted	0.093337224	0.047055693	1.097831888	1.001108681	1.203900114	0.047306252
SNX17	12	Inverse variance weighted	0.113072032	0.057276131	1.119712585	1.000811144	1.252740122	0.04836398
SNX18	15	Inverse variance weighted	0.067656908	0.034212949	1.069998137	1.000599708	1.144209822	0.047982496
SNX19	41	Inverse variance weighted	-0.02516653	0.010428231	0.975147507	0.955418454	0.995283958	0.015808469
SNX2	7	Inverse variance weighted	-0.142658335	0.058136627	0.867050259	0.773672884	0.971697686	0.014133747
SNX20	2	Inverse variance weighted	-0.46365394	0.210141015	0.628981182	0.416641004	0.949540067	0.027356403
SNX27	15	Inverse variance weighted	0.084620224	0.040893664	1.088303676	1.004478641	1.179124018	0.038520319
SNX29	48	Inverse variance weighted	0.024181389	0.011273386	1.02447613	1.002087729	1.047364727	0.031953015
SNX5	4	Inverse variance weighted	0.156807826	0.068660136	1.169770793	1.022482975	1.338275297	0.022381741
SOCS5	3	Inverse variance weighted	0.20797482	0.089675162	1.231182168	1.03273591	1.467761039	0.020384082
SOD2	27	Inverse variance weighted	-0.042482107	0.015810359	0.958407614	0.929163638	0.988571998	0.007210143
SP140L	71	Inverse variance weighted	0.022898847	0.009395727	1.023163039	1.004493287	1.04217979	0.014803313
SPAG9	10	Inverse variance weighted	0.084417827	0.040611315	1.088083429	1.004831282	1.178233173	0.037647004
SPATA13	19	Inverse variance weighted	-0.05274733	0.024170509	0.94861967	0.904727461	0.994641277	0.029087314
SPATA18	9	Inverse variance weighted	0.107018622	0.043805637	1.11295498	1.021385024	1.212734431	0.014564401
SPATA20	108	Inverse variance weighted	-0.013915124	0.006784265	0.986181244	0.973154634	0.999382227	0.040258398
SPATC1L	44	Inverse variance weighted	-0.021296187	0.009262438	0.978928976	0.961317475	0.996863122	0.021493648
SPC24	3	Inverse variance weighted	0.331998826	0.094289893	1.393751212	1.158574807	1.67666553	0.000429852
SPCS3	9	Inverse variance weighted	-0.14809022	0.043472482	0.86235331	0.791918905	0.939052253	0.000657949
SPESP1	2	Inverse variance weighted	-0.201462046	0.096060484	0.817534606	0.677232529	0.986903025	0.035972192
SPHK1	22	Inverse variance weighted	0.074062647	0.02029237	1.076874267	1.034884268	1.120567992	0.000262467
SPIB	26	Inverse variance weighted	-0.048198642	0.018563831	0.952944474	0.918894695	0.988255972	0.009421353
SPIRE2	37	Inverse variance weighted	-0.045643433	0.015722222	0.95538256	0.926390906	0.985281515	0.003694699
SPNS1	54	Inverse variance weighted	0.027625751	0.010810196	1.028010881	1.006458535	1.05002475	0.010602702
SPPL2A	26	Inverse variance weighted	0.073237265	0.022408267	1.075985801	1.029751038	1.124296457	0.0010819
SPRED1	9	Inverse variance weighted	-0.172000335	0.053874673	0.841978891	0.75760382	0.935750896	0.001409976
SPRYD4	36	Inverse variance weighted	0.032703645	0.013432567	1.033244287	1.006396183	1.06080863	0.014906057
SPTBN1	34	Inverse variance weighted	0.095435495	0.019595175	1.100137855	1.058686462	1.14321222	1.11397E-06
SPTLC1	4	Inverse variance weighted	-0.227313641	0.100780799	0.796670874	0.653871777	0.970655875	0.024100376
SRA1	32	Inverse variance weighted	0.047625695	0.019658321	1.048778019	1.009136874	1.089976357	0.015406766
SRSF2	2	Inverse variance weighted	-0.281217352	0.11412904	0.754864246	0.60355973	0.944098823	0.01373847
SRSF8	5	Inverse variance weighted	-0.164995786	0.066813785	0.847897277	0.743824019	0.966532101	0.013530687
SS18L2	2	Inverse variance weighted	-0.444576312	0.153566478	0.641095843	0.474465387	0.866246288	0.003791479
SSBP2	13	Inverse variance weighted	0.118211315	0.044912606	1.125481917	1.03064272	1.229048167	0.008487643
SSH1	14	Inverse variance weighted	0.073803631	0.031053353	1.076595375	1.013023131	1.144157093	0.017469619
SSH2	31	Inverse variance weighted	0.040328659	0.014437141	1.041152902	1.012104536	1.071034984	0.005215773
SSH3	15	Inverse variance weighted	0.061923036	0.020727231	1.063880461	1.021526077	1.107990938	0.002812501
ST20	52	Inverse variance weighted	0.026724268	0.008452252	1.027084563	1.01020962	1.044241393	0.001568012
ST3GAL6	27	Inverse variance weighted	0.088067664	0.027129293	1.092062013	1.035510198	1.151702265	0.001169482
ST7L	36	Inverse variance weighted	-0.064342994	0.014561253	0.937683325	0.91130007	0.964830407	9.9259E-06
ST8SIA6	2	Inverse variance weighted	-0.250140263	0.102205467	0.778691553	0.637333012	0.951402994	0.014388088
STAG3L3	9	Inverse variance weighted	0.057871148	0.020697364	1.059578458	1.017454902	1.103445969	0.005172921
STAG3L4	55	Inverse variance weighted	-0.036128915	0.010931494	0.964515945	0.944070301	0.985404378	0.000949663
STAMBPL1	15	Inverse variance weighted	-0.065875994	0.031714202	0.936246958	0.879821855	0.996290739	0.037785277
STBD1	13	Inverse variance weighted	-0.072748245	0.03208322	0.929834891	0.873164461	0.990183366	0.023360565
STK19P	20	Inverse variance weighted	-0.050715036	0.018674682	0.950549504	0.916386177	0.985986458	0.006613366
STON1	16	Inverse variance weighted	-0.146185658	0.035431268	0.86399728	0.806032719	0.926130271	3.69297E-05
SULT1A1	17	Inverse variance weighted	-0.057654655	0.020822369	0.943975888	0.906226052	0.983298235	0.005624923
SUPT4H1	31	Inverse variance weighted	0.058665514	0.016094577	1.060420485	1.027491241	1.094405052	0.000267341
SURF2	5	Inverse variance weighted	-0.077259091	0.038417928	0.925649995	0.858508901	0.998041968	0.044323706
SUSD1	45	Inverse variance weighted	-0.045086572	0.013386854	0.955914723	0.931159398	0.98132818	0.000757228
SUZ12P	12	Inverse variance weighted	0.062294963	0.014377955	1.06427622	1.034702733	1.094694966	1.47311E-05
SYS1	35	Inverse variance weighted	-0.052882043	0.014534625	0.948491887	0.921852627	0.975900956	0.000274391
SYT11	12	Inverse variance weighted	-0.132392662	0.045060724	0.875996957	0.801947863	0.956883488	0.003302364
SYTL2	42	Inverse variance weighted	0.036111996	0.014962786	1.036771954	1.006808004	1.067627671	0.015802125
SYTL3	10	Inverse variance weighted	-0.072387948	0.031284361	0.930169968	0.874847847	0.988990454	0.020674849
TAGLN	81	Inverse variance weighted	0.018515111	0.008026793	1.018687579	1.002786472	1.034840829	0.021073585
TANK	28	Inverse variance weighted	-0.055497085	0.028209932	0.946014781	0.895128001	0.999794404	0.049149922
TAP2	24	Inverse variance weighted	-0.056281251	0.016867388	0.94527324	0.914533362	0.977046366	0.000847823
TAPT1-AS1	36	Inverse variance weighted	-0.058591141	0.014136021	0.943092282	0.917321065	0.969587516	3.40094E-05
TAPT1	26	Inverse variance weighted	-0.086300999	0.023299091	0.917318078	0.876369725	0.960179742	0.000212184
TAS2R14	27	Inverse variance weighted	-0.040510539	0.020311694	0.960299044	0.922819649	0.999300626	0.046103542
TATDN2	24	Inverse variance weighted	0.067845286	0.025787277	1.070199721	1.017452775	1.125681183	0.008514413
TATDN2P2	2	Inverse variance weighted	-0.188263908	0.091148049	0.828396058	0.692869171	0.990432332	0.03887819
TAX1BP3	4	Inverse variance weighted	0.171973069	0.073903966	1.187645849	1.027492426	1.372762101	0.019966316
TBC1D10C	2	Inverse variance weighted	0.217550312	0.083234729	1.243027967	1.055917697	1.46329447	0.008956858
TBX19	13	Inverse variance weighted	-0.116530431	0.033329295	0.890003013	0.833721514	0.95008387	0.000471693
TBX6	15	Inverse variance weighted	0.176172547	0.035530412	1.192643828	1.112414568	1.27865936	7.1091E-07
TCEB3	32	Inverse variance weighted	-0.044555594	0.016921352	0.956422427	0.925222117	0.988674873	0.008460969
TCF12	7	Inverse variance weighted	0.114108073	0.053496366	1.120873255	1.009298158	1.244782667	0.032924228
TCF19	22	Inverse variance weighted	-0.036998549	0.014680608	0.963677534	0.936343819	0.991809173	0.011727728
TCFL5	30	Inverse variance weighted	0.065797122	0.017874539	1.06801002	1.031241097	1.106089938	0.000232273
TCIRG1	39	Inverse variance weighted	0.039830225	0.014731511	1.040634086	1.011016706	1.071119097	0.006856322
TCTEX1D2	29	Inverse variance weighted	-0.032509656	0.015627509	0.968013103	0.938812432	0.998122026	0.037499492
TCTN3	16	Inverse variance weighted	0.068094637	0.02161027	1.070466609	1.026072604	1.116781364	0.00162695
TDRKH	43	Inverse variance weighted	0.062012441	0.017844236	1.063975582	1.027406575	1.101846207	0.000510456
TEFM	19	Inverse variance weighted	0.068196099	0.018250821	1.070575227	1.032955892	1.109564625	0.000186522
TEK	56	Inverse variance weighted	-0.031089481	0.011309963	0.969388828	0.948136303	0.991117729	0.00598033
TESK2	28	Inverse variance weighted	0.040928241	0.020608877	1.041777346	1.000534984	1.08471973	0.047038657
TFEB	2	Inverse variance weighted	0.461927058	0.169499634	1.58712953	1.138495638	2.212551424	0.00642549
TGOLN2	15	Inverse variance weighted	0.089253649	0.03471327	1.09335795	1.021442292	1.170336903	0.010135614
THAP5	6	Inverse variance weighted	-0.13638114	0.067693961	0.87251002	0.764096412	0.996305864	0.043939009
THBD	19	Inverse variance weighted	0.06256235	0.026829421	1.064560832	1.010026617	1.122039504	0.019708262
THBS3	58	Inverse variance weighted	0.047207571	0.012293578	1.048339591	1.023381312	1.073906554	0.000123025
THOC3	8	Inverse variance weighted	0.052400381	0.025853373	1.053797578	1.001729264	1.108572322	0.042679843
TIA1	7	Inverse variance weighted	0.075870034	0.030927053	1.078822355	1.015369931	1.146240042	0.01415943
TIMM13	12	Inverse variance weighted	0.123952746	0.031541247	1.13196238	1.064102693	1.204149599	8.49946E-05
TLR1	3	Inverse variance weighted	0.123591587	0.053881371	1.131553635	1.018146787	1.257592369	0.021803592
TLR10	6	Inverse variance weighted	0.144106745	0.068886905	1.155007393	1.009129835	1.321972684	0.036444569
TMCO3	22	Inverse variance weighted	-0.055657543	0.019680311	0.945862998	0.910072556	0.983060972	0.004682773
TMED9	29	Inverse variance weighted	0.03876254	0.013243824	1.039523609	1.012886976	1.066860725	0.003424261
TMEM120A	10	Inverse variance weighted	-0.103028251	0.042173587	0.902101488	0.830532282	0.979838006	0.014567481
TMEM121	5	Inverse variance weighted	0.078013754	0.030965968	1.081137528	1.017471326	1.148787514	0.011757558
TMEM127	20	Inverse variance weighted	-0.086848742	0.026016286	0.916815761	0.871237502	0.964778419	0.000843093
TMEM140	44	Inverse variance weighted	-0.029182934	0.013250737	0.971238776	0.946339042	0.996793662	0.027639671
TMEM144	37	Inverse variance weighted	0.034362963	0.014951678	1.034960191	1.005070485	1.065738784	0.021546544
TMEM147	10	Inverse variance weighted	0.104587414	0.044683194	1.110252441	1.01715382	1.211872245	0.019250554
TMEM14B	4	Inverse variance weighted	0.170177567	0.068412662	1.185515341	1.036747852	1.355630127	0.01286388
TMEM14C	23	Inverse variance weighted	-0.06481638	0.022051292	0.937239544	0.897594464	0.978635673	0.003289055
TMEM159	2	Inverse variance weighted	-0.248447621	0.084449782	0.780010716	0.661021315	0.920419211	0.003261453
TMEM163	19	Inverse variance weighted	0.069891734	0.033864268	1.072392071	1.003523962	1.145986342	0.039029242
TMEM167B	7	Inverse variance weighted	0.102551218	0.045557746	1.10799405	1.013346313	1.211481996	0.024384521
TMEM176A	99	Inverse variance weighted	0.026926417	0.008089171	1.027292209	1.01113316	1.043709498	0.000872526
TMEM176B	66	Inverse variance weighted	0.019233059	0.005927649	1.019419205	1.007643932	1.031332083	0.001176013
TMEM200A	12	Inverse variance weighted	-0.114852994	0.035511398	0.89149719	0.831557081	0.955757887	0.001219596
TMEM230	19	Inverse variance weighted	-0.049328462	0.012328562	0.951868426	0.929143166	0.975149506	6.30346E-05
TMEM243	5	Inverse variance weighted	0.147779843	0.065246634	1.159257649	1.020095694	1.317404147	0.023516237
TMEM254-AS1	13	Inverse variance weighted	0.069792002	0.024964613	1.072285125	1.02108048	1.126057556	0.00517975
TMEM254	27	Inverse variance weighted	0.061091543	0.018712075	1.062996219	1.024716384	1.102706056	0.001095339
TMEM258	21	Inverse variance weighted	0.09255789	0.023157218	1.096976643	1.048299934	1.147913605	6.4168E-05
TMEM259	12	Inverse variance weighted	0.090917959	0.028918998	1.095179151	1.034829546	1.159048249	0.001667218
TMEM50A	34	Inverse variance weighted	0.027170339	0.012114121	1.027542818	1.00343254	1.052232414	0.024905516
TMEM70	10	Inverse variance weighted	0.084417745	0.039058516	1.08808334	1.007894049	1.17465259	0.030671038
TMEM8A	62	Inverse variance weighted	0.019058565	0.008247702	1.019241338	1.002897258	1.035851776	0.020845413
TMEM91	39	Inverse variance weighted	0.04362905	0.013567028	1.04459479	1.017183643	1.072744615	0.001300748
TMEM97	57	Inverse variance weighted	0.035825586	0.013564369	1.036475054	1.009282237	1.064400521	0.00826242
TMOD2	52	Inverse variance weighted	-0.075647465	0.013345011	0.927142999	0.903206846	0.951713491	1.43973E-08
TMPRSS9	17	Inverse variance weighted	0.078518151	0.026514001	1.081682989	1.02690632	1.139381524	0.003062593
TMSB10	3	Inverse variance weighted	-0.174009197	0.055132717	0.84028917	0.754221399	0.936178541	0.00159846
TMTC4	33	Inverse variance weighted	0.033923436	0.016182984	1.034505398	1.00220722	1.067844451	0.036060809
TMX1	21	Inverse variance weighted	-0.081427265	0.025945724	0.921799755	0.87609488	0.969889001	0.001698907
TMX3	7	Inverse variance weighted	-0.075678115	0.037220093	0.927114583	0.861888388	0.997276982	0.042026293
TNFRSF4	9	Inverse variance weighted	-0.089215533	0.032006121	0.914648415	0.859033353	0.973864076	0.005312428
TNFSF12	52	Inverse variance weighted	0.026726023	0.013356396	1.027086367	1.000547637	1.054329014	0.045393397
TNFSF13	18	Inverse variance weighted	0.048843153	0.022515876	1.05005564	1.004723156	1.097433497	0.030061722
TOMM7	34	Inverse variance weighted	-0.062086648	0.019906338	0.939801451	0.903839868	0.977193858	0.001815038
TOP2B	4	Inverse variance weighted	0.152877323	0.073684657	1.165182029	1.008491244	1.346218095	0.038009608
TOPBP1	9	Inverse variance weighted	0.126019656	0.046681488	1.134304464	1.035126809	1.242984537	0.006943044
TP53INP2	4	Inverse variance weighted	0.218833006	0.067666238	1.244623415	1.090032138	1.421139241	0.00122067
TP53TG5	2	Inverse variance weighted	-0.214572596	0.105899928	0.806886233	0.655644568	0.993015767	0.042746072
TPGS1	6	Inverse variance weighted	-0.101424553	0.033934765	0.903549347	0.845407355	0.965689993	0.002800665
TPM3P6	14	Inverse variance weighted	-0.035508942	0.014788199	0.965114105	0.937541916	0.993497165	0.01634286
TPP1	29	Inverse variance weighted	-0.05230639	0.021240088	0.949038047	0.910340146	0.989380967	0.013792376
TPR	12	Inverse variance weighted	0.110446374	0.039384527	1.116776459	1.033811751	1.206399191	0.005042459
TPST1	30	Inverse variance weighted	-0.03958695	0.017576857	0.961186375	0.928636787	0.994876858	0.024308367
TRAF1	16	Inverse variance weighted	-0.116724265	0.031678321	0.889830517	0.836261618	0.94683091	0.000228996
TRAF3IP3	36	Inverse variance weighted	-0.041486402	0.016679861	0.959362381	0.928505542	0.991244678	0.012874752
TRAM2	25	Inverse variance weighted	-0.055239686	0.020283587	0.946258316	0.909377011	0.984635404	0.006461991
TRAPPC13	10	Inverse variance weighted	-0.079859749	0.037712837	0.923245823	0.857463292	0.994075033	0.034211102
TRAPPC9	29	Inverse variance weighted	0.070715632	0.022125497	1.073275978	1.027727094	1.120843589	0.001392916
TRAT1	29	Inverse variance weighted	0.051491646	0.025230072	1.052840391	1.002042789	1.106213128	0.041262373
TRAV4	28	Inverse variance weighted	-0.045554656	0.014515755	0.955467379	0.928666552	0.983041664	0.001699364
TRAV8-5	12	Inverse variance weighted	0.037647745	0.012142639	1.038365399	1.013944503	1.063374473	0.001932214
TRBJ2-7	8	Inverse variance weighted	0.046435949	0.022717022	1.047530982	1.001912413	1.095226633	0.040943301
TRBV10-1	36	Inverse variance weighted	-0.017846635	0.007584394	0.982311673	0.967817204	0.997023217	0.018618966
TRBV10-2	30	Inverse variance weighted	-0.020000191	0.010033349	0.980198486	0.961110825	0.999665228	0.046220784
TRBV11-2	27	Inverse variance weighted	-0.024130323	0.008428392	0.976158485	0.960165156	0.992418214	0.004196764
TRBV2	17	Inverse variance weighted	-0.038006606	0.014931598	0.962706581	0.934940359	0.991297415	0.010915857
TRBV20-1	6	Inverse variance weighted	0.04853108	0.023228793	1.049727997	1.003007158	1.098625127	0.036683969
